step,threshold,energy,ema_activation,activated,preset,seed
94,0.8858296784198383,24.734007208026718,0.011858940903111098,0,tuned_v2,42
95,0.8841580336301305,25.134743012850723,0.010673046812799989,0,tuned_v2,42
96,0.8823493295600083,26.67758550336749,0.00960574213151999,0,tuned_v2,42
97,0.8804411145618315,27.748244753923196,0.008645167918367992,0,tuned_v2,42
98,0.8784613624643497,28.47153493349878,0.007780651126531192,0,tuned_v2,42
99,0.8764250579966735,29.018082506050767,0.007002586013878073,0,tuned_v2,42
100,0.8778709193826748,9.069135496646258,0.10630232741249027,1,tuned_v2,42
101,0.8789725251997245,10.824481018335153,0.09567209467124124,0,tuned_v2,42
102,0.8798436743066727,11.345981295121824,0.08610488520411712,0,tuned_v2,42
103,0.8804252921671473,12.910267642659626,0.0774943966837054,0,tuned_v2,42
104,0.8807909032633446,13.723840588124254,0.06974495701533487,0,tuned_v2,42
105,0.8809060235182109,15.203852952130482,0.06277046131380139,0,tuned_v2,42
106,0.880816114342867,16.26369971989729,0.05649341518242125,0,tuned_v2,42
107,0.880480790498801,18.02940423132781,0.050844073664179125,0,tuned_v2,42
108,0.8799803320698706,18.875356731808637,0.045759666297761216,0,tuned_v2,42
109,0.8828040060632303,0.0,0.1411836996679851,1,tuned_v2,42
110,0.8853055105175667,0.5306951958305213,0.1270653297011866,0,tuned_v2,42
111,0.8874512807624,1.885409197173764,0.11435879673106795,0,tuned_v2,42
112,0.8892619231423711,3.304212815842491,0.10292291705796117,0,tuned_v2,42
113,0.8908091239674377,4.0721557596887425,0.09263062535216506,0,tuned_v2,42
114,0.8921299073417829,4.620905093251347,0.08336756281694856,0,tuned_v2,42
115,0.8932659580431339,4.860872391387542,0.07503080653525371,0,tuned_v2,42
116,0.8941637614367639,6.0366816533946785,0.06752772588172834,0,tuned_v2,42
117,0.8948677499110899,6.8201412206023075,0.060774953293555506,0,tuned_v2,42
118,0.8953077824440037,8.718888351602667,0.054697457964199954,0,tuned_v2,42
119,0.8955214144267651,10.278963474588355,0.049227712167779956,0,tuned_v2,42
120,0.8955695818922125,11.172418047636096,0.04430494095100196,0,tuned_v2,42
121,0.8954233028771965,12.58357269511945,0.03987444685590177,0,tuned_v2,42
122,0.8950949210032779,13.948292230997927,0.03588700217031159,0,tuned_v2,42
123,0.8946473864954264,14.580007292228174,0.032298301953280435,0,tuned_v2,42
124,0.8940307714810608,15.973125993662265,0.029068471757952394,0,tuned_v2,42
125,0.8932623585886342,17.221938454262734,0.026161624582157154,0,tuned_v2,42
126,0.8923809045428833,18.03151050973048,0.02354546212394144,0,tuned_v2,42
127,0.8948047228611142,0.0,0.1211909159115473,1,tuned_v2,42
128,0.8968512734305794,1.7984788925691824,0.10907182432039257,0,tuned_v2,42
129,0.8986668307440978,1.9698069899818553,0.09816464188835332,0,tuned_v2,42
130,0.9,3.6406345577810137,0.08834817769951799,0,tuned_v2,42
131,0.9,4.430026277339181,0.0795133599295662,0,tuned_v2,42
132,0.9,5.126305562827927,0.07156202393660957,0,tuned_v2,42
133,0.9,6.968492186957899,0.06440582154294862,0,tuned_v2,42
134,0.9,7.282806927651217,0.05796523938865376,0,tuned_v2,42
135,0.9,9.150863191346694,0.052168715449788385,0,tuned_v2,42
136,0.9,10.627726260254128,0.04695184390480955,0,tuned_v2,42
137,0.899984116825954,11.48021819110063,0.042256659514328596,0,tuned_v2,42
138,0.8997611731967154,13.114180006620305,0.038030993562895736,0,tuned_v2,42
139,0.8994534733058992,13.23010366597876,0.034227894206606164,0,tuned_v2,42
140,0.8990025641615624,14.226816534075482,0.030805104785945548,0,tuned_v2,42
141,0.8984803826967893,14.355644678935642,0.027724594307350994,0,tuned_v2,42
142,0.8978478535958623,15.087623979458632,0.024952134876615895,0,tuned_v2,42
143,0.8971592365069271,15.17007355619073,0.022456921388954307,0,tuned_v2,42
144,0.8963489676131151,16.193246384174873,0.020211229250058877,0,tuned_v2,42
145,0.8954980593488072,16.196138544119627,0.01819010632505299,0,tuned_v2,42
146,0.8946020381145601,16.31257530797416,0.01637109569254769,0,tuned_v2,42
147,0.8935580106599967,17.8494290270555,0.014733986123292922,0,tuned_v2,42
148,0.8958232224102161,0.0,0.11326058751096363,1,tuned_v2,42
149,0.8977642953338135,1.3015686879990311,0.10193452875986726,0,tuned_v2,42
150,0.8994853878085144,1.5163872396892084,0.09174107588388054,0,tuned_v2,42
151,0.9,2.6520636035412695,0.0825669682954925,0,tuned_v2,42
152,0.9,2.779698619761673,0.07431027146594325,0,tuned_v2,42
153,0.9,4.648589936403912,0.06687924431934893,0,tuned_v2,42
154,0.9,4.564049749542536,0.06019131988741404,0,tuned_v2,42
155,0.9,4.608200742726852,0.05417218789867263,0,tuned_v2,42
156,0.9,5.78848408082201,0.04875496910880537,0,tuned_v2,42
157,0.9,7.52802358430478,0.04387947219792483,0,tuned_v2,42
158,0.9,8.919633237233986,0.03949152497813235,0,tuned_v2,42
159,0.899996968666993,9.518383768178747,0.03554237248031912,0,tuned_v2,42
160,0.8999037806696832,9.772676026073206,0.03198813523228721,0,tuned_v2,42
161,0.8996061366097485,11.645739921544926,0.028789321709058492,0,tuned_v2,42
162,0.8992172128562728,12.095087256517246,0.025910389538152643,0,tuned_v2,42
163,0.8986872683532844,13.284420195668922,0.02331935058433738,0,tuned_v2,42
164,0.8980507250935796,14.083887602970735,0.020987415525903642,0,tuned_v2,42
165,0.9,0.0,0.11888867397331329,1,tuned_v2,42
166,0.9,1.548137106340349,0.10699980657598196,0,tuned_v2,42
167,0.9,3.0265909694676782,0.09629982591838376,0,tuned_v2,42
168,0.9,4.739276363795033,0.08666984332654538,0,tuned_v2,42
169,0.9,5.423192332465754,0.07800285899389085,0,tuned_v2,42
170,0.9,0.0,0.17020257309450176,1,tuned_v2,42
171,0.9,1.1834646902630963,0.1531823157850516,0,tuned_v2,42
172,0.9,2.1630062070904383,0.13786408420654644,0,tuned_v2,42
173,0.9,3.725696320468689,0.12407767578589181,0,tuned_v2,42
174,0.9,4.5140937400792405,0.11166990820730263,0,tuned_v2,42
175,0.9,6.222042416354157,0.10050291738657237,0,tuned_v2,42
176,0.9,7.176961993277122,0.09045262564791513,0,tuned_v2,42
177,0.9,8.186043484125985,0.08140736308312362,0,tuned_v2,42
178,0.9,9.112748959983074,0.07326662677481126,0,tuned_v2,42
179,0.9,9.80565689092357,0.06593996409733013,0,tuned_v2,42
180,0.9,11.005578259511934,0.059345967687597125,0,tuned_v2,42
181,0.9,11.802781207476427,0.053411370918837416,0,tuned_v2,42
182,0.9,12.549290725372407,0.048070233826953676,0,tuned_v2,42
183,0.8998060642463914,14.122666166583077,0.04326321044425831,0,tuned_v2,42
184,0.8994408806344779,15.252285332134978,0.038936889399832475,0,tuned_v2,42
185,0.8989237109497755,16.240449251991045,0.03504320045984923,0,tuned_v2,42
186,0.8983415185294872,16.17293371420894,0.03153888041386431,0,tuned_v2,42
187,0.8976970979951268,16.16160509079936,0.02838499237247788,0,tuned_v2,42
188,0.8969760657762593,16.426161087627104,0.02554649313523009,0,tuned_v2,42
189,0.8962051546798319,16.409972971487868,0.022991843821707082,0,tuned_v2,42
190,0.8953422137693557,17.023921323558596,0.020692659439536375,0,tuned_v2,42
191,0.8943111919157573,18.7131963134687,0.018623393495582737,0,tuned_v2,42
192,0.8932380315491725,18.77841932673683,0.016761054146024464,0,tuned_v2,42
193,0.892039711191077,20.000257769653103,0.015084948731422018,0,tuned_v2,42
194,0.8906819798508916,21.723472231345664,0.013576453858279816,0,tuned_v2,42
195,0.889250098933392,22.350094492647628,0.012218808472451834,0,tuned_v2,42
196,0.8913054738323102,2.1941820478128875,0.11099692762520666,1,tuned_v2,42
197,0.8930797639826016,2.982060626164094,0.099897234862686,0,tuned_v2,42
198,0.8945514084342457,4.353410345122949,0.08990751137641739,0,tuned_v2,42
199,0.8957589562857224,5.477164710650234,0.08091676023877566,0,tuned_v2,42
200,0.896690593633968,6.998191147365498,0.0728250842148981,0,tuned_v2,42
201,0.8973776462451022,8.31731872978627,0.06554257579340829,0,tuned_v2,42
202,0.8979371711006283,8.269886783402802,0.05898831821406746,0,tuned_v2,42
203,0.9,0.0,0.15308948639266073,1,tuned_v2,42
204,0.9,0.0,0.23778053775339467,1,tuned_v2,42
205,0.9,1.779587858733326,0.2140024839780552,0,tuned_v2,42
206,0.9,2.2878369443482613,0.1926022355802497,0,tuned_v2,42
207,0.9,2.6890475623122594,0.17334201202222474,0,tuned_v2,42
208,0.9,3.7503405645927668,0.15600781082000226,0,tuned_v2,42
209,0.9,3.707087540390522,0.14040702973800204,0,tuned_v2,42
210,0.9,3.667659337553383,0.12636632676420184,0,tuned_v2,42
211,0.9,3.7136053885640745,0.11372969408778166,0,tuned_v2,42
212,0.9,4.25223817385753,0.1023567246790035,0,tuned_v2,42
213,0.9,4.687181522765895,0.09212105221110316,0,tuned_v2,42
214,0.9,6.391803176914291,0.08290894698999285,0,tuned_v2,42
215,0.9,8.049954504115128,0.07461805229099357,0,tuned_v2,42
216,0.9,8.051035313370912,0.06715624706189421,0,tuned_v2,42
217,0.9,8.218905201355541,0.06044062235570479,0,tuned_v2,42
218,0.9,9.225351054597844,0.054396560120134316,0,tuned_v2,42
219,0.9,9.382677835976274,0.04895690410812088,0,tuned_v2,42
220,0.9,10.300922868426639,0.044061213697308796,0,tuned_v2,42
221,0.8998940628776079,11.987186252582653,0.03965509232757792,0,tuned_v2,42
222,0.8996658595527378,12.55993315688601,0.03568958309482013,0,tuned_v2,42
223,0.8992267923570012,14.419729219244335,0.032120624785338114,0,tuned_v2,42
224,0.8986326452658674,15.630911163598274,0.028908562306804303,0,tuned_v2,42
225,0.8978620059813762,17.2132454135148,0.026017706076123873,0,tuned_v2,42
226,0.8969840142400075,17.95080600985318,0.023415935468511485,0,tuned_v2,42
227,0.8960573484347996,17.975368581882044,0.021074341921660338,0,tuned_v2,42
228,0.8950270844159454,18.794695645921216,0.018966907729494303,0,tuned_v2,42
229,0.8938748750946204,19.914848806078716,0.017070216956544874,0,tuned_v2,42
230,0.8925902901988568,21.224650679751882,0.015363195260890387,0,tuned_v2,42
231,0.8911809855757041,22.477895171316973,0.013826875734801349,0,tuned_v2,42
232,0.8932022874154026,3.034425647038219,0.11244418816132122,1,tuned_v2,42
233,0.8948662472887111,4.8004735146048345,0.1011997693451891,0,tuned_v2,42
234,0.8962396159373178,5.97636266142211,0.09107979241067019,0,tuned_v2,42
235,0.8972916383943282,7.832184085088285,0.08197181316960317,0,tuned_v2,42
236,0.8981390420696816,8.374519489326618,0.07377463185264285,0,tuned_v2,42
237,0.8987094120224792,10.100978940666323,0.06639716866737858,0,tuned_v2,42
238,0.8991265408931537,10.3736022045113,0.05975745180064072,0,tuned_v2,42
239,0.8992832899397135,12.251801144688748,0.053781706620576644,0,tuned_v2,42
240,0.8992903729585074,12.81316933835232,0.048403535958518984,0,tuned_v2,42
241,0.8991791747122262,13.099491913794738,0.04356318236266709,0,tuned_v2,42
242,0.8989606329210625,13.369054315889418,0.039206864126400384,0,tuned_v2,42
243,0.8986217336061492,13.928304922514883,0.035286177713760344,0,tuned_v2,42
244,0.9,0.0,0.1317575599423843,1,tuned_v2,42
245,0.9,1.7774226503987665,0.11858180394814588,0,tuned_v2,42
246,0.9,2.424672334372639,0.1067236235533313,0,tuned_v2,42
247,0.9,3.516301265435084,0.09605126119799817,0,tuned_v2,42
248,0.9,5.222077585914701,0.08644613507819836,0,tuned_v2,42
249,0.9,6.2883729427967365,0.07780152157037852,0,tuned_v2,42
250,0.9,7.30596734079427,0.07002136941334067,0,tuned_v2,42
251,0.9,0.0,0.16301923247200661,1,tuned_v2,42
252,0.9,1.0741814137826402,0.14671730922480597,0,tuned_v2,42
253,0.9,1.7391406514853842,0.13204557830232538,0,tuned_v2,42
254,0.9,1.9960879094936077,0.11884102047209284,0,tuned_v2,42
255,0.9,2.8220957118831675,0.10695691842488356,0,tuned_v2,42
256,0.9,4.472512061130622,0.0962612265823952,0,tuned_v2,42
257,0.9,4.507093866909613,0.08663510392415569,0,tuned_v2,42
258,0.9,4.875772423884736,0.07797159353174012,0,tuned_v2,42
259,0.9,5.92799309504531,0.0701744341785661,0,tuned_v2,42
260,0.9,6.270078575937376,0.06315699076070949,0,tuned_v2,42
261,0.9,7.281779907904801,0.05684129168463854,0,tuned_v2,42
262,0.9,7.480215123555129,0.05115716251617469,0,tuned_v2,42
263,0.9,8.306265442552352,0.04604144626455722,0,tuned_v2,42
264,0.9,9.499677145648242,0.041437301638101505,0,tuned_v2,42
265,0.8999504573368139,10.605521235626394,0.037293571474291354,0,tuned_v2,42
266,0.8997838828840563,11.171449857264037,0.03356421432686222,0,tuned_v2,42
267,0.8994533360597893,12.462702428674,0.030207792894175998,0,tuned_v2,42
268,0.8990236103070909,12.979546997247857,0.0271870136047584,0,tuned_v2,42
269,0.8984098609523483,14.708207995042835,0.02446831224428256,0,tuned_v2,42
270,0.8976670701882495,15.77627179327883,0.022021481019854305,0,tuned_v2,42
271,0.8967462167803538,17.56320088337409,0.019819332917868873,0,tuned_v2,42
272,0.8956739783794694,19.053151912081358,0.017837399626081985,0,tuned_v2,42
273,0.8944949735170221,20.001040742889515,0.016053659663473788,0,tuned_v2,42
274,0.8931852859006925,21.315379870296432,0.01444829369712641,0,tuned_v2,42
275,0.89175530904567,22.533948554276158,0.013003464327413769,0,tuned_v2,42
276,0.8903042538723523,22.468233749481012,0.011703117894672392,0,tuned_v2,42
277,0.8887583240654353,23.421145720281444,0.010532806105205154,0,tuned_v2,42
278,0.8871649500584138,23.772860225536288,0.00947952549468464,0,tuned_v2,42
279,0.8855516997595335,23.785090103794218,0.008531572945216176,0,tuned_v2,42
280,0.8837828103529174,25.632769595066215,0.007678415650694558,0,tuned_v2,42
281,0.8858007895549176,1.6030970628309973,0.10691057408562511,1,tuned_v2,42
282,0.8876100988944677,1.5344132532148667,0.0962195166770626,0,tuned_v2,42
283,0.8891983983715182,1.9153576418234404,0.08659756500935635,0,tuned_v2,42
284,0.890609238564897,1.9722130238604967,0.07793780850842072,0,tuned_v2,42
285,0.8918121976838628,2.6656191224784154,0.07014402765757866,0,tuned_v2,42
286,0.8928175915555774,3.4293150149575045,0.0631296248918208,0,tuned_v2,42
287,0.8959539248036301,0.0,0.15681666240263872,1,tuned_v2,42
288,0.8985976806927762,2.385920454684905,0.14113499616237485,0,tuned_v2,42
289,0.9,3.10200880485118,0.12702149654613737,0,tuned_v2,42
290,0.9,3.8296289443874345,0.11431934689152363,0,tuned_v2,42
291,0.9,4.0686324348777525,0.10288741220237127,0,tuned_v2,42
292,0.9,4.122475157668067,0.09259867098213415,0,tuned_v2,42
293,0.9,4.03600989651901,0.08333880388392073,0,tuned_v2,42
294,0.9,5.655026830720681,0.07500492349552866,0,tuned_v2,42
295,0.9,7.492477274214073,0.06750443114597579,0,tuned_v2,42
296,0.9,8.964210337568195,0.060753988031378214,0,tuned_v2,42
297,0.9,10.770219560540788,0.05467858922824039,0,tuned_v2,42
298,0.9,12.260310810023743,0.04921073030541635,0,tuned_v2,42
299,0.8999064098266207,13.05844425169101,0.044289657274874716,0,tuned_v2,42
300,0.8996131322011343,14.53988608578953,0.03986069154738724,0,tuned_v2,42
301,0.8991479291094735,15.769273860182622,0.03587462239264852,0,tuned_v2,42
302,0.8984736192563704,17.60070741561028,0.03228716015338367,0,tuned_v2,42
303,0.8977090803225337,17.942770887967352,0.029058444138045304,0,tuned_v2,42
304,0.8968782420967201,18.051869603979476,0.026152599724240774,0,tuned_v2,42
305,0.8958849581718287,19.520409599036867,0.023537339751816697,0,tuned_v2,42
306,0.8947305716768958,21.04078147287426,0.02118360577663503,0,tuned_v2,42
307,0.8934639188851252,21.972769276668007,0.019065245198971525,0,tuned_v2,42
308,0.8920705637714575,23.15372702998816,0.017158720679074372,0,tuned_v2,42
309,0.8941241584103624,3.403497777579531,0.11544284861116694,1,tuned_v2,42
310,0.8959263233767001,3.677417448843718,0.10389856375005024,0,tuned_v2,42
311,0.8974698953264008,4.3546959706692165,0.09350870737504523,0,tuned_v2,42
312,0.8987893331361465,4.84958564006792,0.0841578366375407,0,tuned_v2,42
313,0.8999267514911269,5.032302726603983,0.07574205297378664,0,tuned_v2,42
314,0.9,6.222822916763884,0.06816784767640797,0,tuned_v2,42
315,0.9,6.840901261106622,0.06135106290876718,0,tuned_v2,42
316,0.9,7.72435302115475,0.05521595661789046,0,tuned_v2,42
317,0.9,8.699570257564389,0.04969436095610141,0,tuned_v2,42
318,0.9,9.13534807635019,0.044724924860491275,0,tuned_v2,42
319,0.8999789311825811,11.014899532103557,0.04025243237444215,0,tuned_v2,42
320,0.8997555275565886,12.639298783098607,0.036227189136997934,0,tuned_v2,42
321,0.8994145749261551,13.240560465326586,0.03260447022329814,0,tuned_v2,42
322,0.9,0.0,0.12934402320096833,1,tuned_v2,42
323,0.9,2.4047946908774502,0.11640962088087149,0,tuned_v2,42
324,0.9,4.289767142166799,0.10476865879278434,0,tuned_v2,42
325,0.9,4.97516864277123,0.09429179291350591,0,tuned_v2,42
326,0.9,5.061358210856465,0.08486261362215532,0,tuned_v2,42
327,0.9,6.699173736598866,0.07637635225993979,0,tuned_v2,42
328,0.9,7.034833606629278,0.06873871703394581,0,tuned_v2,42
329,0.9,8.639678759206111,0.06186484533055123,0,tuned_v2,42
330,0.9,0.0,0.1556783607974961,1,tuned_v2,42
331,0.9,1.7999943986813056,0.14011052471774652,0,tuned_v2,42
332,0.9,2.9978168169765262,0.12609947224597187,0,tuned_v2,42
333,0.9,2.8999894243599735,0.11348952502137469,0,tuned_v2,42
334,0.9,3.041176996662716,0.10214057251923722,0,tuned_v2,42
335,0.9,3.6763003759079522,0.0919265152673135,0,tuned_v2,42
336,0.9,4.637316929001313,0.08273386374058216,0,tuned_v2,42
337,0.9,5.769468954202726,0.07446047736652395,0,tuned_v2,42
338,0.9,7.595966375309255,0.06701442962987156,0,tuned_v2,42
339,0.9,8.06580799532192,0.0603129866668844,0,tuned_v2,42
340,0.9,8.556892097806054,0.05428168800019596,0,tuned_v2,42
341,0.9,8.59891610119682,0.04885351920017637,0,tuned_v2,42
342,0.9,9.864800199201675,0.04396816728015873,0,tuned_v2,42
343,0.9,9.885737918378087,0.03957135055214286,0,tuned_v2,42
344,0.8998978692436498,10.858867550518118,0.03561421549692857,0,tuned_v2,42
345,0.8996829975118629,11.412368143088594,0.032052793947235717,0,tuned_v2,42
346,0.8992845499749104,13.005304373370148,0.028847514552512145,0,tuned_v2,42
347,0.8987371995547674,14.221409094508896,0.025962763097260932,0,tuned_v2,42
348,0.8980279755431984,15.687383297596387,0.023366486787534838,0,tuned_v2,42
349,0.8972751151203784,15.646095799941996,0.021029838108781354,0,tuned_v2,42
350,0.8964336764370125,16.266343590985503,0.01892685429790322,0,tuned_v2,42
351,0.8955445840045207,16.397010798053774,0.017034168868112896,0,tuned_v2,42
352,0.8946020790942275,16.654932665590678,0.015330751981301608,0,tuned_v2,42
353,0.8935283694917574,17.99550850844707,0.013797676783171448,0,tuned_v2,42
354,0.8923571984161185,18.92705676981257,0.012417909104854304,0,tuned_v2,42
355,0.8910857278129714,19.933239560460702,0.011176118194368874,0,tuned_v2,42
356,0.8896536263116628,21.77695505076256,0.010058506374931987,0,tuned_v2,42
357,0.8917970902422472,0.5011891221913523,0.10905265573743879,1,tuned_v2,42
358,0.8935951871473542,2.1980119755578436,0.0981473901636949,0,tuned_v2,42
359,0.8950977414009289,3.5213169249580485,0.08833265114732541,0,tuned_v2,42
360,0.8963189454423829,4.917115722638522,0.07949938603259288,0,tuned_v2,42
361,0.8972440179705617,6.745552272104004,0.0715494474293336,0,tuned_v2,42
362,0.8979655779260346,7.551067976735153,0.06439450268640023,0,tuned_v2,42
363,0.8984959406092692,8.383178201608477,0.057955052417760215,0,tuned_v2,42
364,0.8989043300544609,8.464019977705526,0.05215954717598419,0,tuned_v2,42
365,0.8991786675868815,8.860457556628036,0.04694359245838577,0,tuned_v2,42
366,0.899238427738692,10.469660165872043,0.0422492332125472,0,tuned_v2,42
367,0.9,0.0,0.1380243098912925,1,tuned_v2,42
368,0.9,1.0176413046930517,0.12422187890216325,0,tuned_v2,42
369,0.9,2.5763536591278875,0.11179969101194694,0,tuned_v2,42
370,0.9,3.468606441554398,0.10061972191075225,0,tuned_v2,42
371,0.9,3.4379053290174095,0.09055774971967702,0,tuned_v2,42
372,0.9,0.0,0.18150197474770932,1,tuned_v2,42
373,0.9,2.0896924886037405,0.1633517772729384,0,tuned_v2,42
374,0.9,2.7664550377423414,0.14701659954564456,0,tuned_v2,42
375,0.9,3.609823808363049,0.1323149395910801,0,tuned_v2,42
376,0.9,5.142394131580518,0.11908344563197208,0,tuned_v2,42
377,0.9,7.025477973459006,0.10717510106877487,0,tuned_v2,42
378,0.9,0.0,0.1964575909618974,1,tuned_v2,42
379,0.9,1.4844534477908105,0.17681183186570767,0,tuned_v2,42
380,0.9,2.047921434939217,0.1591306486791369,0,tuned_v2,42
381,0.9,1.9917472274263615,0.1432175838112232,0,tuned_v2,42
382,0.9,0.0,0.2288958254301009,1,tuned_v2,42
383,0.9,1.7785319829085782,0.20600624288709082,0,tuned_v2,42
384,0.9,2.125006410869863,0.18540561859838176,0,tuned_v2,42
