preset,activation_threshold,gate_temperature,target_activation_rate,refractory,f1,precision,recall,tp,fp,fn,tn,energy_savings_pct,activations,total_inputs
ecg_v1,0.65,0.1,0.1,150,0.015065221385265481,0.1413793103448276,0.007956530176596158,41,249,5112,44598,91.05314024981843,290,6588
ecg_v1,0.65,0.1,0.1,200,0.014131647452584604,0.1688888888888889,0.007374345041723268,38,187,5115,44660,91.04086820815726,225,5154
ecg_v1,0.65,0.1,0.12,0,0.09851951547779274,0.16073781291172595,0.07102658645449253,366,1911,4787,42936,90.85018042885193,2277,50000
ecg_v1,0.65,0.1,0.12,150,0.01763409257898604,0.16494845360824742,0.009314962157966233,48,243,5105,44604,90.8414423362346,291,6409
ecg_v1,0.65,0.1,0.12,200,0.01375720394125302,0.16371681415929204,0.007180283330098972,37,189,5116,44658,90.80759362043986,226,4940
ecg_v1,0.65,0.1,0.15,0,0.09077598828696924,0.1444915254237288,0.06617504366388512,341,2019,4812,42828,90.66129938446433,2360,50000
ecg_v1,0.65,0.1,0.15,150,0.01395519647447668,0.1296928327645051,0.007374345041723268,38,255,5115,44592,90.6610502030817,293,6162
ecg_v1,0.65,0.1,0.15,200,0.011895910780669147,0.14096916299559473,0.006209974771977489,32,195,5121,44652,90.58829192285991,227,4748
ecg_v1,0.65,0.15,0.1,0,0.10691412887204288,0.16373098478783027,0.07937124005433728,409,2089,4744,42758,90.34332287532234,2498,50000
ecg_v1,0.65,0.15,0.1,150,0.015788507435285478,0.14625850340136054,0.00834465359984475,43,251,5110,44596,90.51973925279404,294,5999
ecg_v1,0.65,0.15,0.1,200,0.013382899628252789,0.15859030837004406,0.006986221618474675,36,191,5117,44656,90.46500714409981,227,4647
ecg_v1,0.65,0.15,0.12,0,0.1047557003257329,0.15939730372720062,0.0780128080729672,402,2120,4751,42727,90.30032223515802,2522,50000
ecg_v1,0.65,0.15,0.12,150,0.013585459886175875,0.12585034013605442,0.007180283330098972,37,257,5116,44590,90.4308006048461,294,5926
ecg_v1,0.65,0.15,0.12,200,0.012639405204460967,0.14977973568281938,0.006598098195226082,34,193,5119,44654,90.45131802324767,227,4630
ecg_v1,0.65,0.15,0.15,0,0.10587626197256018,0.15895841430237076,0.07937124005433728,409,2164,4744,42683,90.18567285348081,2573,50000
ecg_v1,0.65,0.15,0.15,150,0.013952634477694143,0.1292517006802721,0.007374345041723268,38,256,5115,44591,90.45950335274256,294,5948
ecg_v1,0.65,0.15,0.15,200,0.013382899628252789,0.15859030837004406,0.006986221618474675,36,191,5117,44656,90.4136654013499,227,4600
ecg_v1,0.7,0.05,0.1,0,0.09820193637621023,0.17091959557053443,0.06889190762662527,355,1722,4798,43125,91.24610902904877,2077,50000
ecg_v1,0.7,0.05,0.1,150,0.021319610365741593,0.2013888888888889,0.011255579274209199,58,230,5095,44617,91.20015936618526,288,6932
ecg_v1,0.7,0.05,0.1,200,0.015997023809523808,0.19282511210762332,0.00834465359984475,43,180,5110,44667,91.31407792361614,223,5466
ecg_v1,0.7,0.05,0.12,0,0.09884994523548742,0.1678289167828917,0.07005627789637105,361,1790,4792,43057,91.07469486759517,2151,50000
ecg_v1,0.7,0.05,0.12,150,0.020944332169759328,0.19655172413793104,0.011061517562584902,57,233,5096,44614,90.96370444285404,290,6633
ecg_v1,0.7,0.05,0.12,200,0.016366003347591595,0.19642857142857142,0.008538715311469047,44,180,5109,44667,91.13314365420769,224,5265
ecg_v1,0.7,0.05,0.15,0,0.10317887931034485,0.1686481726111845,0.07432563555210557,383,1888,4770,42959,90.79556315807805,2271,50000
ecg_v1,0.7,0.05,0.15,150,0.01689933872152829,0.15807560137457044,0.00892683873471764,46,245,5107,44602,90.83640310663584,291,6451
ecg_v1,0.7,0.05,0.15,200,0.014500836586726157,0.17256637168141592,0.007568406753347565,39,187,5114,44660,90.78312539731014,226,4955
ecg_v1,0.7,0.1,0.1,0,0.09444746869896571,0.1580865603644647,0.0673394139336309,347,1848,4806,42999,91.03022490971395,2195,50000
ecg_v1,0.7,0.1,0.1,150,0.015065221385265481,0.1413793103448276,0.007956530176596158,41,249,5112,44598,91.04874997866462,290,6588
ecg_v1,0.7,0.1,0.1,200,0.014503532911863145,0.17333333333333334,0.007568406753347565,39,186,5114,44661,91.04222074452859,225,5154
ecg_v1,0.7,0.1,0.12,0,0.09851951547779274,0.16073781291172595,0.07102658645449253,366,1911,4787,42936,90.85041368387897,2277,50000
ecg_v1,0.7,0.1,0.12,150,0.012121212121212121,0.11301369863013698,0.0064040364836017855,33,259,5120,44588,90.79415224641986,292,6323
ecg_v1,0.7,0.1,0.12,200,0.01375720394125302,0.16371681415929204,0.007180283330098972,37,189,5116,44658,90.80651684082473,226,4940
ecg_v1,0.7,0.1,0.15,0,0.09077598828696924,0.1444915254237288,0.06617504366388512,341,2019,4812,42828,90.66129938446433,2360,50000
ecg_v1,0.7,0.1,0.15,150,0.013587954461990454,0.12627986348122866,0.007180283330098972,37,256,5116,44591,90.67021596382448,293,6162
ecg_v1,0.7,0.1,0.15,200,0.011152416356877325,0.13215859030837004,0.005821851348728896,30,197,5123,44650,90.60006377906117,227,4748
ecg_v1,0.7,0.15,0.1,0,0.10612991765782251,0.16253002401921537,0.07878905491946439,406,2092,4747,42755,90.34537805142526,2498,50000
ecg_v1,0.7,0.15,0.1,150,0.014686983660730677,0.1360544217687075,0.007762468464971861,40,254,5113,44593,90.51895432956354,294,6041
ecg_v1,0.7,0.15,0.1,200,0.013382899628252789,0.15859030837004406,0.006986221618474675,36,191,5117,44656,90.46500714409981,227,4647
ecg_v1,0.7,0.15,0.12,0,0.10501628664495113,0.15979381443298968,0.0782068697845915,403,2119,4750,42728,90.30023930528323,2522,50000
ecg_v1,0.7,0.15,0.12,150,0.013585459886175875,0.12585034013605442,0.007180283330098972,37,257,5116,44590,90.42729273845028,294,5926
ecg_v1,0.7,0.15,0.12,200,0.011895910780669147,0.14096916299559473,0.006209974771977489,32,195,5121,44652,90.4675353629458,227,4630
ecg_v1,0.7,0.15,0.15,0,0.10587626197256018,0.15895841430237076,0.07937124005433728,409,2164,4744,42683,90.18567061753376,2573,50000
ecg_v1,0.7,0.15,0.15,150,0.014319809069212413,0.1326530612244898,0.007568406753347565,39,255,5114,44592,90.44577727701495,294,5948
ecg_v1,0.7,0.15,0.15,200,0.013382899628252789,0.15859030837004406,0.006986221618474675,36,191,5117,44656,90.41465282930895,227,4600
